General Band Information,,,
I have a uniform problem/concern--who do I contact?,Contact the uniform crew for any questions or concerns with uniforms. ,Color guard uniforms are looked at by the uniform crew as well.,
What do students wear for concerts (as opposed to marching performances?),"The band provides ""Concert Uniforms"". In the past, these have been traditional marching band uniforms (jackets and pants), but we are in the process of replacing these with a more comfortable and functional alternative. The band directors will let students know what to wear well ahead of every concert.",,
What do students wear under uniform bibs/pants?,"Students wear the dri-fit band shirt they received at band camp and black shorts. Depending on the weather, students are permitted to wear long sleeve dri-fits and pants under uniforms as it gets colder in the season. ",Color guard members DO NOT wear black dry fit shirts under thier uniforms. Most members will be asked to wear some type of dance unitard. There are different types for different weather conditions.,
,,,
Finances/Fundraising/LBA,,,
What is the Lafayette Band Association (LBA)? What does the LBA do/provide?,"The Lafayette Band Association (LBA) is the non-profit 501(c)(3) organization dedicated to supporting the Lafayette Marching Band. While anyone can join, parents and/or guardians of students in the band are automatically members. Each year the LBA provides THOUSANDS of volunteer hours and more than $400,000 in direct financial support to make nearly everything the band does possible. The LBA pays band staff, purchases uniforms, show music, instruments, props and sets. The LBA pays for travel to and from competitions, provides food for students during camps and trips, provides housing for students on overnight trips. LBA members maintain and clean uniforms, serve as chaperones, prepare and serve food, build, maintain, transport, and place on the field props and sets, transport instruments, organize and operate the band store, organize and arrange photographs of band students, and ""get done"" whatever the band staff needs.",,
"Without the LBA, what would the district provide/make possible?","Only band class with the three primary directors. No additional staff, or funds for marching activities.",,
"How much money, per student, does it cost to do all the things the band does?","To cover all band activities, including marching and concert season, the LBA provides >$2200 per student. Broken down roughly this includes >$600 in travel costs, >$400 for paid staff, >$300 for show related expenses, >$220 for uniforms, >$100 for food, plus a host of other expenses.  This can vary slightly from year to year based on travel costs etc.",,
"How much does the band spend on uniforms, a whole band day trip, a whole band overnight trip, food to feed the whole band, show music, props/sets",,Maybe should be eliminated? agreed ,
What are the major ways the LBA raises money to support the band? How much of what the LBA raises goes directly to supporting band activities?,"The LBA raises money in two primary ways: the Family Contribution, and various fundraising activities. We work to raise as much money as possible via fundraising activities to reduce the expected Family Contribution. Currently, we are able to fundraise just under half the total required funds. The remaining funds (some $220,000) must be directly donated by band families via the Family Contribution. In terms of fundraisers, we aim to raise ~$60,000 operating Bingo each Thursday, ~$35,000 via our SnapRaise fundraiser, ~$20,000 in sponsorships, ~$20,000 selling discount cards/books, ~$13,000 from hosting the Lafayette Invitational, ~$12,000 from hosting a Winter Guard event, and an additional ~$50,000 from the Band Store, Restaurant nights, Kroger Rewards, a mattress sale, raffles, Pay-the-Day fundraiser, etc.",,
"What are SnapRaise, RaiseRight, Discount Cards, Bingo, and Spirit Nights?","SnapRaise is an online fund drive during which we solicit donations from families and friends. Students provide 20+ email addresses of family members and friends who might be willing to support the band. SnapRaise generates an email and web campaign soliciting direct donations. We aim to raise ~$35,000 during this ~2 week fund drive. The Lafayette Band raises ~$60,000 per year operating Bingo games once a week. Profit from Bingo nights represents the band's biggest fundraiser, and the fundraiser that most focuses on raising money from the community, as opposed to band families. The LBA runs Bingo every Thursday night, year round, excluding holidays. Band families are expected to volunteer at Bingo ~4 times per year. More information can be found at www.lafayetteband.org/bingo/. ""Spirit Nights"" are when a business decides to donate part of their proceeds from sales to the band (i.e. band families eat at Moe's a particular night and earn cash for the band). These are a great way to support both local businesses and the band. Discount cards/books are cards or books of coupons and discounts honored by local businesses. We sell them each fall throughout the community, aiming to raise ~$20,000 each year.",,
Is participating in fundraising required?,"The opportunities and experiences our students have as part of the band are only possible if we generate funds via fundraising. All our band families are busy, stressed, and bearing many burdens. We feel strongly that the benefit of band is worth our effort, though, and every band family is encouraged and expected to participate in all band fundraisers.",,
"What is the ""family contribution""? How much is it?","The Family Contribution represents the amount of money per student that individual families are expected to provide to support the entire band. For the 2023-2024 academic year, the Family Contribution is $1,300 per student. This may be paid in a single payment, or over the course of the year. For families with more than one student in the band, additional students increase the expected family contribution by $650 per student.",Free lunch students can have this waived,
"What is the ""family contribution"" if I have more than one kid in the band?",See above.,Combine with previous question.,
What happens if I don't pay the family contribution?,"Failure to pay the family contribution increases our reliance on (and the effort required for) other fundraising. We encourage every family to do what they can to help all our students have the most impactful and positive band experience possible. We encourage, and expect, all families to actively support LBA fundraising activities!",,
"Can I ""earn"" my family contribution by working for the band, instead of paying it? Are there in-kind donations I could make?","While you cannot earn credit toward your Family Contribution, we recognize that every family is in a different situation. The band has myriad volunteer needs above and beyond the family contribution, and all band families are expected to share the burden, enabling all our students to have a positive and life-changing band experience! From time-to-time the band does have need of in-kind contributions. If you might be able to support the band in this way, please contact the volunteer crew chief best aligned with your resources!",,
,,,
Food,,,
"Is food provided for students at football games, band competitions, band camp, mini-camps, BOA, or State?","The LBA supplies students with meals during band camps and competition days. Food is not typically provided for mini-camps unless the camp lasts from morning until late afternoon. Food is not provided before football games, but students are given water bottles while in the stadium and warmups. Students are encouraged to eat dinner before dressing and rehearsal for a football game. Our Food Crew prepares and serves food for the band, email XXXX if you'd like to help out, or to make a donation!","Students may purchase meals (served by Food Crew) during the regular band camp weeks, but pizza is typically provided free on Fridays. Students must bring their own lunch during New Marcher camp. Food is provided on all competition days as well as dinner before the Parent Performance at the end of camp.",
How are food allergies handled?,"Chaperone crews have medical information and they work with the food crew.  Typically, nut products are never provided or brought on trips or at camps. PLEASE GET YOUR MEDICAL FORMS TURNED INTO THE CHAPERONE CREW.",,
Can/Should I bring snacks/money for food to competitions/rehearsals?,WATER IS MOST IMPORTANT FOR REHEARSALS! Have your child bring their own jug.  Chaperones will have coolers full of ice and water available.  Chaperones also have emergency snacks if a child has low blood sugar or is feeling sick.  Food and water are provided during competitions.,,
,,,
Color Guard,,,
What is the Color Guard? Is it part of the band?,"The Color Guard are the visual performers for the band. They collectively work in conjunction with the band to tell the story of the fall show using different elements such as dance, tossing of sabres and rifles, and tossing or twirling of colorful flags.","During the ""Winter Guard"" season, members are divided into the Varsity and JV squads. They perform on a gym floor, with a tarp covering the floor, and set to music. This season runs from early December until early April.",
"Who can join the color guard? I play an instrument, can I join the color guard?",You should discuss with Mr. Bishop any change from marching band to Color Guard. ,,
Do I have to play an instrument to join the color guard?,"No. Some members do play instruments during concert season, however you do not have to play an instrument to participate.",,
Do you have to audition to join the color guard? Who select color guard members?,"Yes and no. While there are auditions for certain categories such as sabre and rifle, all members will be placed regardless of skill level.",,
Does the color guard practice at the same time as the band?,Sometimes....There are full band practices to bring the whole show together but often they start practice during the week after band is finished. It will be noted in the e-News.,,
What are sabers? ... rifles? ... flags? ... silks?,"The difference between each ""weapon"" is as follows. The sabre is a composite sabre with a hilt on one end. Think of a long pirate sword. the sabres are NOT sharp. The rifles are wood or composite material that are twirled or tossed. The rifles do NOT shoot bullets. The flags are silk prints attatched to a flag pole of various or uniformed sizes. They can also be tossed or twirled.",,
,,,
"Showing your ""Pride of the Bluegrass"" Spirit",,,
"What are letters, bars, and patches?",Letters and bars are earned by completing a band season...Just like you would earn if you we in track or another sport.  Show Patches can be purchased at the band store.  BOA (Bands of America competions sell all kinds of memorabilia.  State patches are sent to Mr. Bishop.,,
"What is the ""Band Store""? When is it open? What do they sell?","The Band Store sells Lafayette band gear.  Usually magnets, lanyards, buttons, Patches etc. It is typically open before football games and sometimes after practices.  It is often posted in the e-News.",,
Are band jackets still a thing?,Yes Letterman jackets are still a thing.  They can be purchased at the Locker room. You can decide the style but most band members get a blue base jacket with white sleeves.  They have photo examples. The Locker Room will sew the patches on for you.,,
What are red bags?,"Red bags are duffel bags given to students with the Lafayette Band logo on it and the option to have the students name embroidered on it. Red bags are used on competition days and football games to carry dinkles, socks, dri fit shirt, shorts, hair accessories, deodorant, and any other items they may need. Red bag orders are sent out during band camp along with dri fit shirt and dinkle orders.",Move/Copy to Uniforms?,
"Where can I get photo buttons, magnets, lanyards?","Photo buttons are generally available to order after individual band pictures are taken. You can wear these in support of your student. Magnets and pins for the shows will be available through the Band Store, as well as lanyards.",,
What are the French flags for? Where do I get some?,They show school/band spirit.  They are often waved from the stands during competitions and football games.,,
What is the chant we do for the band as they come onto the field?,"Spell out Lafayette, and say Lafayette at the end. Sounds like: L-A-F-A-Y-E-T-T-E Lafayette! ",,
,,,
Other?,,,
What is band council?,"Band council is a student-run organization that helps plan and schedule events during the school year. The band council consists of a president, vice president, class representatives, and section leaders. President, VP, secretary, and class reps are elected by students. Section leaders are automatically placed on the council. Band council holds meetings once every month to discuss rehearsals, events, and fundraisers. ",,
How do I wear my hair during performances?,"For marching performances all hair must be worn up, and may not hang down from beneath the marching hat. This applies to EVERY STUDENT regardless of hair style. Hair may not hang over the ears. Once ""up"", hair MUST fit comfortably with the hat, and may not disrupt or interfere with correct placement of the hat on the student's head. If you have long hair, or hair that covers any part of your ears, you should speak with your section leader for recommendations on how to wear your hair during marching performances. It is strongly recommended that you practice arranging your hair BEFORE performance days so that you have all necessary supplies and know your plan will work. Please note that you must have your hair fully ready BEFORE any call/report times.","For Color Guard, the instructors will make the determination of how will be worn during competitions",
